"left","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","sales","salary"
"0",0.8235,0.7423,3,233,4,0,0,"technical","medium"
"0",0.4857,0.906,8,225,5,0,0,"technical","low"
"1",0.4056,0.2937,4,189,7,0,0,"support","low"
"1",0.6024,0.9131,7,226,9,0,0,"management","low"
"0",0.8598,0.6466,6,285,2,1,0,"sales","medium"
"0",0.8569,0.436,3,210,6,0,0,"sales","medium"
"0",0.5765,0.7748,4,167,7,0,0,"technical","medium"
"0",0.8792,0.6111,10,287,4,0,0,"technical","low"
"0",0.5339,0.2619,10,194,7,0,0,"product_mng","medium"
"0",0.3377,0.8842,11,284,5,0,0,"support","medium"
"0",0.7257,0.5913,7,261,7,0,0,"technical","low"
"1",0.4735,0.4455,8,225,4,0,0,"sales","low"
"0",0.4333,0.5775,11,290,6,1,0,"management","high"
"1",0.4974,0.7057,9,229,5,0,0,"sales","medium"
"0",0.5738,0.2751,7,263,5,0,0,"sales","medium"
"0",0.5598,0.538,9,179,3,0,0,"technical","low"
"0",0.525,0.1421,4,153,7,0,0,"support","medium"
"0",0.9444,0.4532,11,248,11,0,0,"sales","medium"
"1",0.5104,0.2655,2,178,6,1,0,"product_mng","low"
"0",0.4358,0.5365,6,235,6,0,0,"management","high"
"0",0.6864,0.587,9,342,7,0,0,"accounting","medium"
"0",0.8051,0.4087,8,295,6,0,0,"IT","medium"
"1",0.7496,0.7482,10,360,9,0,0,"sales","low"
"0",0.6056,0.7754,11,228,4,0,0,"marketing","high"
"1",0.1766,0.686,12,281,9,0,0,"support","low"
"0",0.614,0.7265,9,309,7,0,0,"support","low"
"0",0.3882,0.287,6,215,3,0,0,"hr","low"
"0",0.4054,0.9006,7,375,2,1,0,"technical","low"
"1",0.4563,0.1923,7,166,4,0,0,"technical","medium"
"0",0.5164,0.4377,5,279,6,1,0,"technical","medium"
"0",0.6247,0.7113,13,274,6,1,0,"management","low"
"0",0.7084,0.5952,8,270,5,0,0,"management","medium"
"1",0.4205,0.4343,9,138,3,0,0,"IT","medium"
"0",0.4908,0.7863,7,213,9,0,0,"product_mng","low"
"0",0.5458,0.4559,7,270,4,0,0,"IT","medium"
"1",0.8327,0.8773,7,223,9,0,0,"sales","medium"
"0",0.9008,0.764,8,201,6,0,0,"support","medium"
"0",0.3277,0.465,7,232,7,0,0,"product_mng","medium"
"0",0.4989,0.6814,11,312,3,0,0,"technical","low"
"1",0.2454,0.2678,3,239,4,0,0,"sales","medium"
"1",0.2353,0.5135,11,276,5,0,0,"sales","low"
"1",0.0691,0.7043,10,238,7,0,0,"accounting","low"
"0",0.1158,0.3584,9,233,9,0,0,"support","medium"
"0",0.596,0.7096,7,187,4,0,0,"hr","medium"
"0",0.4002,0.6526,8,231,7,0,0,"IT","low"
"0",0.4595,0.1487,9,316,3,0,0,"sales","low"
"0",0.4259,0.2334,4,233,5,0,0,"support","low"
"0",0.4705,0.801,11,297,6,0,0,"technical","high"
"0",0.7106,0.5909,9,104,7,1,0,"support","low"
"1",0.5388,0.1743,7,157,6,0,0,"technical","medium"
"0",0.7314,0.5309,7,249,5,0,1,"sales","medium"
"0",0.7023,0.4297,7,252,5,0,0,"sales","medium"
"0",0.3129,0.4957,6,244,3,1,0,"IT","medium"
"0",0.4509,0.4932,11,169,6,0,0,"technical","medium"
"0",0.5973,0.3539,13,260,2,0,0,"support","low"
"0",0.792,0.3882,11,147,3,0,0,"technical","low"
"0",0.6951,0.6037,8,228,9,0,0,"sales","low"
"0",0.4297,0.2966,5,217,5,0,0,"IT","low"
"0",0.4701,0.54,9,217,6,0,0,"marketing","low"
"1",0.1076,0.8439,9,309,8,0,0,"technical","low"
"0",0.6333,0.2678,5,225,7,0,0,"technical","medium"
"0",0.7624,0.4627,10,223,4,0,0,"sales","low"
"0",0.6294,0.7935,6,269,8,0,0,"support","low"
"0",0.6854,0.4996,5,184,2,0,0,"support","medium"
"0",0.4782,0.1622,6,210,4,0,0,"sales","low"
"1",0.4045,0.404,5,158,4,0,0,"support","low"
"0",0.8146,0.6337,7,293,5,0,0,"management","high"
"0",0.6683,0.6205,7,215,4,1,0,"hr","medium"
"0",0.4738,0.2828,8,381,5,0,0,"sales","medium"
"1",0.5276,0.2893,7,163,4,0,0,"sales","low"
"0",0.5935,0.3812,8,268,7,0,0,"sales","low"
"0",0.5629,0.5211,8,240,6,0,0,"support","medium"
"0",0.8287,0.9779,7,266,6,0,0,"hr","low"
"0",0.7289,0.5085,5,266,3,0,0,"technical","low"
"0",0.6522,0.7113,4,342,4,0,0,"technical","high"
"0",0.8012,0.3183,11,299,5,0,0,"IT","medium"
"0",0.4823,0.3218,7,159,2,0,0,"product_mng","medium"
"0",0.8018,0.6444,8,301,6,0,0,"sales","medium"
"1",0.7285,0.8646,9,320,8,0,0,"technical","medium"
"0",0.6889,0.351,10,365,4,0,0,"sales","medium"
"0",0.8223,0.4514,4,236,3,1,0,"sales","medium"
"1",0.241,0.7248,12,359,6,0,0,"sales","medium"
"0",0.8322,0.2504,11,223,6,0,0,"sales","low"
"0",0.3358,0.6601,8,309,4,0,0,"support","low"
"0",0.5938,0.7554,10,326,5,0,0,"accounting","low"
"0",0.7364,0.7032,10,148,3,0,0,"IT","medium"
"0",0.3526,0.7614,7,291,10,1,0,"sales","medium"
"0",0.2756,0.7348,9,193,6,0,0,"management","low"
"0",0.6668,0.2115,8,166,4,0,0,"marketing","low"
"1",0.2812,0.696,10,384,4,0,0,"technical","low"
"1",0.4578,0.2554,5,343,5,0,0,"sales","low"
"0",0.8245,0.6178,6,221,6,0,0,"sales","medium"
"1",0.522,0.8917,8,324,5,0,0,"technical","low"
"0",0.7857,0.2036,9,275,10,0,0,"technical","low"
"0",0.6585,0.4251,6,223,2,0,0,"technical","medium"
"0",0.4227,0.5492,7,363,5,0,0,"support","low"
"1",0.435,0.4257,7,205,5,0,0,"technical","low"
"0",0.2721,0.422,9,133,2,0,0,"sales","high"
"0",0.5365,0.6378,8,172,4,0,0,"technical","medium"
"0",0.5778,0.1846,8,313,7,0,0,"management","high"
"0",0.402,0.7391,8,157,3,0,0,"product_mng","medium"
"0",0.7672,0.5406,4,226,6,0,0,"support","low"
"1",0.2219,0.3029,5,142,5,0,0,"support","medium"
"0",0.3779,0.5955,7,278,5,0,0,"sales","medium"
"0",0.5272,0.3047,6,248,3,1,0,"sales","medium"
"1",0.3049,0.5582,11,281,9,0,0,"technical","low"
"0",0.6649,0.1774,9,155,7,0,0,"accounting","low"
"0",0.4104,0.587,7,214,8,1,0,"hr","low"
"0",0.6786,0.9786,12,289,4,0,0,"accounting","medium"
"1",0.2659,0.8751,12,286,4,0,0,"accounting","low"
"0",0.0973,0.7662,7,196,6,0,0,"technical","low"
"0",0.414,0.6676,8,245,5,0,0,"technical","medium"
"0",0.7685,0.7825,9,215,3,0,0,"support","medium"
"1",0.1453,0.7047,8,360,6,0,0,"IT","low"
"1",0.1442,0.7358,13,382,8,0,0,"product_mng","low"
"0",0.3424,0.8455,8,267,6,0,0,"technical","low"
"0",0.7358,0.8482,9,250,3,1,0,"management","medium"
"1",0.2661,0.6664,10,366,6,0,0,"product_mng","low"
"1",0.4363,0.2523,10,170,3,0,0,"marketing","low"
"1",0.2503,0.4756,9,215,4,0,0,"support","low"
"1",0.8703,0.5839,10,309,8,0,0,"sales","low"
"0",0.5691,0.7007,4,250,4,0,0,"sales","medium"
"1",0.6048,0.7446,9,286,8,1,0,"marketing","low"
"1",0.2317,0.7877,10,308,8,0,0,"sales","low"
"0",0.6235,0.4447,13,247,7,0,0,"RandD","medium"
"1",0.5683,0.5259,8,357,4,0,0,"sales","low"
"0",0.6027,0.4708,6,263,6,1,0,"sales","low"
"0",0.3959,0.5505,6,326,6,0,0,"sales","low"
"0",0.6696,0.377,10,230,7,0,0,"management","medium"
"1",0.2991,0.5506,15,352,7,0,0,"accounting","low"
"0",0.7379,0.6801,7,179,6,1,0,"support","low"
"0",0.882,0.4405,7,334,4,0,0,"technical","low"
"0",0.76,0.4552,9,279,7,0,0,"support","medium"
"0",0.6179,0.2603,7,255,5,1,0,"RandD","medium"
"1",0.2841,0.2377,7,218,5,0,0,"sales","medium"
"0",0.5499,0.4815,9,321,14,1,0,"management","medium"
"0",0.312,0.1573,8,303,5,0,0,"product_mng","medium"
"0",0.4051,0.4132,8,337,4,0,0,"support","medium"
"0",0.4304,0.685,5,288,8,0,0,"sales","low"
"1",0.0938,0.7043,11,365,5,0,0,"technical","low"
"1",0.1423,0.6949,12,300,8,0,0,"technical","medium"
"1",0.5349,0.5789,8,248,9,0,0,"support","low"
"0",0.2755,0.3443,7,322,8,0,0,"marketing","high"
"1",0.436,0.1674,6,203,6,0,0,"sales","medium"
"1",0.2989,0.259,2,197,4,0,0,"IT","low"
"0",0.8399,0.5002,8,159,2,0,0,"sales","medium"
"0",0.8555,0.5745,9,183,6,0,0,"technical","medium"
"0",0.3894,0.478,9,235,4,0,0,"hr","low"
"0",0.6709,0.6133,10,199,7,0,0,"technical","medium"
"0",0.8486,0.726,12,282,6,1,0,"support","medium"
"0",0.4773,0.1856,5,241,5,0,0,"technical","medium"
"0",0.9237,0.6771,8,248,6,1,0,"technical","low"
"0",0.6743,0.7303,9,207,3,0,0,"marketing","medium"
"0",0.5156,0.4517,10,242,6,0,0,"sales","medium"
"0",0.5522,0.5519,12,254,7,0,0,"management","high"
"1",0.8495,0.7819,8,259,7,0,0,"marketing","low"
"1",0.1378,0.6793,10,379,6,0,0,"IT","medium"
"0",0.1195,0.5859,13,318,5,0,0,"accounting","low"
"0",0.4117,0.5824,8,251,2,0,0,"sales","medium"
"0",0.8077,0.7236,9,340,7,0,0,"sales","medium"
"0",0.32,0.6937,10,301,5,0,0,"technical","medium"
"0",0.6487,0.6203,7,214,6,0,0,"support","low"
"1",0.3019,0.4967,8,149,3,0,0,"sales","low"
"0",0.7501,0.2614,6,301,3,0,0,"RandD","medium"
"0",0.4924,0.2418,10,193,8,0,0,"technical","medium"
"1",0.7136,0.6595,10,253,6,0,0,"marketing","medium"
"1",0.4482,0.4149,9,265,4,0,0,"hr","low"
"1",0.4753,0.1148,4,240,3,0,0,"technical","medium"
"1",0.295,0.246,10,197,4,0,0,"accounting","medium"
"0",0.8791,0.1383,10,280,8,0,0,"sales","low"
"1",0.3242,0.3796,6,257,6,0,0,"support","low"
"0",0.6069,0.6624,7,311,3,0,0,"management","medium"
"0",0.2037,0.1935,8,173,11,0,0,"support","low"
"0",0.4826,0.485,8,328,5,0,0,"support","low"
"0",0.6236,0.9489,8,249,4,0,0,"technical","low"
"1",0.2666,0.4448,10,158,5,0,0,"RandD","low"
"1",0.494,0.2939,4,199,6,0,0,"sales","low"
"0",0.7182,0.765,3,159,5,0,0,"technical","low"
"0",0.6729,0.757,8,297,3,1,0,"sales","low"
"0",0.636,0.8936,4,284,5,0,0,"sales","medium"
"0",0.2498,0.4947,8,367,4,0,0,"IT","medium"
"0",0.8214,0.559,10,227,4,0,0,"RandD","low"
"0",0.6727,0.4011,10,231,6,0,0,"sales","medium"
"0",0.5463,0.5179,9,266,7,0,0,"sales","medium"
"0",0.5527,0.3526,11,304,7,0,0,"IT","medium"
"1",0.7511,0.6815,10,234,8,0,0,"RandD","medium"
"0",0.204,0.4437,9,215,4,0,0,"support","high"
"1",0.5683,0.6302,10,307,8,0,0,"sales","low"
"0",0.5081,0.7325,4,173,2,0,0,"IT","low"
"1",0.6616,0.6906,3,245,6,0,0,"support","low"
"0",0.4663,0.6645,8,206,5,1,0,"technical","medium"
"0",0.6758,0.5171,5,241,7,0,0,"hr","medium"
"1",0.2305,0.8462,9,344,5,0,0,"marketing","low"
"0",0.6628,0.2867,9,263,2,0,0,"RandD","low"
"0",0.9241,0.1442,6,160,5,0,0,"technical","high"
"0",0.4606,0.7789,6,309,7,0,0,"management","high"
"0",0.8879,0.5505,9,217,5,1,0,"technical","medium"
"1",0.4556,0.3888,7,184,4,0,0,"support","low"
"0",0.4924,0.9724,5,236,6,0,0,"IT","low"
"0",0.6437,0.3827,5,234,5,0,0,"support","medium"
"0",0.4293,0.7056,10,299,4,1,0,"sales","high"
"0",0.5859,0.678,8,320,4,1,0,"technical","low"
"1",0.3335,0.7875,12,265,7,0,0,"accounting","medium"
"1",0.3701,0.4575,8,233,5,0,0,"marketing","medium"
"0",0.7826,0.7357,10,235,3,0,0,"technical","low"
"1",0.2783,0.308,8,198,7,0,0,"sales","low"
"0",0.6821,0.6071,9,267,6,0,0,"product_mng","low"
"1",0.8476,0.9072,11,298,8,0,0,"technical","medium"
"0",0.6021,0.7704,4,335,5,0,0,"accounting","low"
"0",0.5544,0.7241,10,152,6,0,0,"hr","medium"
"0",0.541,0.4885,9,285,6,0,0,"sales","medium"
"0",0.4635,0.52,6,183,5,0,0,"sales","medium"
"0",0.9234,0.3671,5,323,7,0,0,"technical","medium"
"0",0.2429,0.3811,5,241,4,1,0,"support","medium"
"0",0.7992,0.647,11,261,6,0,0,"sales","low"
"0",0.7496,0.299,5,265,4,0,0,"technical","high"
"0",0.482,0.5943,11,271,5,1,0,"support","medium"
"0",0.6314,0.5089,12,187,6,0,0,"technical","low"
"1",0.0916,0.6132,7,298,6,0,0,"technical","low"
"0",0.9588,0.5637,11,179,6,0,0,"technical","medium"
"1",0.8185,0.7137,5,330,9,0,0,"sales","low"
"0",0.3905,0.3625,8,155,9,0,0,"RandD","low"
"1",0.7326,0.881,10,314,8,0,0,"product_mng","low"
"0",0.7861,0.5516,7,332,8,0,1,"sales","medium"
"0",0.6504,0.755,8,314,4,0,0,"management","medium"
"0",0.7147,0.8989,3,302,5,1,0,"sales","medium"
"1",0.5476,0.7542,8,247,10,0,0,"marketing","low"
"0",0.6888,0.634,7,245,4,0,0,"technical","low"
"0",0.5557,0.5787,9,219,5,0,0,"sales","medium"
"0",0.793,0.3256,9,208,8,1,0,"RandD","medium"
"0",0.647,0.7189,9,230,3,0,0,"sales","medium"
"0",0.6088,0.6559,9,163,6,0,0,"support","medium"
"0",0.5588,0.6318,10,312,7,0,0,"sales","low"
"1",0.5454,0.7196,9,322,9,0,0,"RandD","low"
"0",0.6395,0.7332,10,232,7,1,0,"support","low"
"0",0.746,0.4743,3,261,3,0,0,"RandD","medium"
"0",0.7135,0.7287,10,312,4,0,0,"sales","medium"
"0",0.6325,0.2809,6,118,6,0,0,"technical","low"
"0",0.7804,0.6965,9,277,5,0,0,"technical","medium"
"0",0.5078,0.462,7,266,7,0,0,"sales","high"
"0",0.7024,0.2789,7,262,4,0,0,"RandD","low"
"0",0.4404,0.557,6,227,5,0,0,"IT","high"
"0",0.6825,0.61,9,160,4,0,0,"technical","medium"
"0",0.5215,0.5462,7,261,6,1,0,"IT","low"
"1",0.2771,0.1781,7,156,3,0,0,"sales","low"
"0",0.6269,0.502,7,183,5,0,0,"technical","medium"
"0",0.7787,0.793,6,321,6,0,0,"hr","medium"
"0",0.8079,0.4736,9,279,10,0,0,"technical","medium"
"0",0.5536,0.2132,7,215,3,0,0,"support","low"
"1",0.2896,0.4313,8,196,3,0,0,"support","low"
"0",0.867,0.3716,10,192,6,0,0,"management","high"
"0",0.6169,0.4344,5,270,3,1,0,"sales","medium"
"1",0.5076,0.4098,5,188,7,0,0,"sales","low"
"0",0.4349,0.6565,10,266,11,0,0,"product_mng","medium"
"1",0.8453,0.78,5,289,7,0,0,"marketing","low"
"0",0.5675,0.2005,9,278,3,0,0,"product_mng","medium"
"0",0.254,0.2951,5,257,3,0,0,"product_mng","medium"
"0",0.6952,0.1995,8,234,8,0,0,"management","medium"
"0",0.5393,0.312,5,283,6,0,0,"support","high"
"0",0.5733,0.3719,9,242,4,1,0,"technical","low"
"0",0.6237,0.3996,9,173,5,0,0,"sales","low"
"0",0.82,0.4288,7,206,3,0,0,"sales","medium"
"0",0.8701,0.3291,9,213,6,0,0,"marketing","medium"
"0",0.6194,0.7252,6,242,8,0,0,"accounting","medium"
"1",0.2683,0.7778,7,311,8,0,0,"sales","medium"
"0",0.6785,0.3286,9,186,5,0,0,"IT","high"
"0",0.8373,0.3956,8,255,6,0,0,"RandD","low"
"1",0.5568,0.51,8,210,6,0,0,"technical","low"
"0",0.3199,0.2609,11,356,4,0,0,"sales","low"
"0",0.8454,0.3372,8,317,5,0,0,"technical","medium"
"0",0.6491,0.755,8,334,5,0,0,"marketing","low"
"1",0.7213,0.781,7,254,7,0,0,"support","medium"
"1",0.5122,0.4178,4,184,4,0,0,"support","low"
"0",0.3766,0.5629,3,231,3,0,0,"support","medium"
"0",0.7887,0.7711,4,270,5,0,0,"support","medium"
"0",0.3254,0.4131,9,308,2,0,0,"product_mng","high"
"0",0.8741,0.5773,11,221,6,0,0,"marketing","low"
"0",0.5569,0.5476,5,250,2,0,0,"technical","medium"
"0",0.801,0.5173,9,233,5,0,0,"management","low"
"1",0.3217,0.5775,10,274,5,0,0,"sales","medium"
"0",0.4584,0.1931,7,273,6,0,0,"sales","low"
"0",0.6025,0.3864,5,152,2,0,1,"sales","medium"
"1",0.7808,0.8928,6,249,9,0,0,"support","medium"
"0",0.467,0.7218,8,297,5,0,0,"sales","high"
"1",0.4496,0.4705,3,238,3,0,0,"sales","low"
"1",0.3297,0.2428,4,227,4,0,0,"technical","medium"
"0",0.7741,0.2362,9,229,5,1,0,"technical","low"
"0",0.5012,0.4758,8,262,3,0,0,"technical","low"
"0",0.6464,0.7883,11,299,6,0,0,"hr","low"
"0",0.871,0.4202,7,274,3,0,0,"product_mng","medium"
"0",0.323,0.8758,7,244,3,0,0,"support","medium"
"1",0.1863,0.5791,8,336,8,0,0,"management","low"
"0",0.7363,0.891,3,231,7,0,0,"marketing","medium"
"0",0.4789,0.6075,7,253,6,0,0,"technical","low"
"1",0.5157,0.7344,9,289,5,0,0,"technical","medium"
"0",0.3379,0.2429,4,277,4,0,0,"support","high"
"0",0.6441,0.4098,9,291,5,1,0,"support","low"
"0",0.3154,0.5539,10,233,4,0,0,"technical","medium"
"0",0.6812,0.3126,11,186,4,0,0,"sales","low"
"0",0.2995,0.311,12,145,8,0,0,"hr","medium"
"0",0.5263,0.9606,13,304,11,0,1,"accounting","high"
"0",0.8449,0.5079,11,244,6,0,0,"support","low"
"0",0.9315,0.4188,10,225,5,0,0,"technical","medium"
"0",0.73,0.4059,6,277,3,0,0,"accounting","high"
"0",0.7809,0.2617,7,267,6,0,0,"IT","low"
"1",0.0715,0.7722,12,349,4,0,0,"hr","medium"
"1",0.2318,0.7083,12,295,4,0,0,"management","medium"
"0",0.3718,0.8065,9,263,8,0,0,"technical","medium"
"0",0.4818,0.0737,5,185,6,0,0,"marketing","low"
"0",0.9018,0.7013,8,156,3,0,0,"technical","low"
"0",0.5375,0.5566,13,214,4,0,0,"technical","low"
"1",0.3737,0.41,4,197,3,0,0,"product_mng","medium"
"0",0.6308,0.3669,9,214,6,0,0,"sales","medium"
"1",0.218,0.4837,4,161,6,0,0,"accounting","medium"
"0",0.7226,0.5797,7,263,7,0,0,"product_mng","low"
"0",0.5761,0.4655,11,354,8,1,0,"IT","medium"
"1",0.3604,0.4099,6,183,5,0,0,"hr","low"
"0",0.3282,0.1834,8,168,10,0,0,"sales","low"
"0",0.4598,0.703,10,254,3,0,0,"accounting","medium"
"0",0.6155,0.7863,6,210,5,1,0,"support","low"
"0",0.6491,0.6258,5,227,4,0,0,"IT","low"
"0",0.6251,0.8006,6,255,5,0,0,"marketing","medium"
"0",0.6696,0.5434,3,324,5,1,0,"sales","medium"
"0",0.2399,0.5256,11,230,7,0,0,"IT","high"
"0",0.385,0.2865,2,221,5,0,0,"sales","low"
"1",0.2593,0.2341,10,197,3,0,0,"technical","medium"
"0",0.0695,0.5218,10,360,4,1,0,"RandD","high"
"0",0.6212,0.6203,10,303,4,0,0,"management","medium"
"0",0.8636,0.385,9,238,7,0,0,"sales","medium"
"0",0.6643,0.4434,9,264,7,0,0,"technical","medium"
"0",0.5883,0.6254,10,156,5,0,0,"product_mng","low"
"0",0.6094,0.386,5,239,3,1,0,"product_mng","low"
"0",0.461,0.7712,6,165,6,1,0,"marketing","low"
"0",0.3637,0.3735,5,137,5,0,0,"sales","low"
"1",0.8226,0.5161,11,352,5,0,0,"marketing","medium"
"1",0.2673,0.2279,5,155,4,0,0,"sales","low"
"0",0.5682,0.6912,6,297,4,0,0,"sales","low"
"0",0.5088,0.3569,6,284,3,0,0,"technical","low"
"0",0.8699,0.5737,7,244,7,0,0,"hr","low"
"1",0.1835,0.7833,8,387,6,0,0,"technical","medium"
"1",0.0741,0.6661,11,326,7,0,0,"product_mng","low"
"1",0.2477,0.4866,5,213,6,0,0,"sales","low"
"0",0.5119,0.7028,11,139,4,0,0,"technical","low"
"1",0.3042,0.5774,5,290,5,0,0,"technical","low"
"1",0.2909,0.1385,8,142,7,0,0,"sales","medium"
"0",0.3244,0.7974,10,208,4,0,0,"IT","medium"
"0",0.6431,0.4625,6,278,7,0,1,"management","high"
"1",0.3803,0.3507,4,186,3,0,0,"sales","low"
"0",0.6588,0.4303,3,225,7,0,0,"support","medium"
"0",0.555,0.8455,4,296,3,0,0,"support","low"
"0",0.3819,0.5008,10,313,7,1,0,"technical","medium"
"0",0.5975,0.7854,10,306,7,0,0,"support","low"
"0",0.8638,0.8307,6,157,5,0,0,"sales","medium"
"0",0.8537,0.4538,8,192,4,0,0,"management","medium"
"0",0.5207,0.6858,9,266,3,0,0,"support","high"
"0",0.6245,0.2427,9,251,7,0,0,"technical","medium"
"0",0.555,0.9166,7,195,3,0,0,"sales","low"
"0",0.3305,0.7295,13,279,6,0,0,"technical","high"
"1",0.4319,0.7504,6,242,3,0,0,"sales","low"
"1",0.4441,0.789,7,213,4,0,0,"sales","medium"
"0",0.9223,0.9357,8,300,4,0,0,"support","medium"
"1",0.3932,0.3485,5,152,7,0,0,"RandD","low"
"1",0.1807,0.4313,9,166,7,1,0,"RandD","low"
"0",0.9658,0.311,11,244,8,0,0,"marketing","low"
"1",0.788,0.763,11,278,7,0,0,"marketing","medium"
"0",0.3309,0.4636,4,196,5,1,0,"support","medium"
"1",0.8305,0.7934,8,292,8,0,0,"IT","medium"
"0",0.686,0.1853,6,208,3,0,0,"support","low"
"0",0.5751,0.7914,10,224,8,0,0,"management","high"
"0",0.5711,0.5906,7,232,5,0,0,"sales","medium"
"0",0.5919,0.431,7,173,3,1,0,"support","medium"
"0",0.198,0.2739,7,224,6,0,0,"support","low"
"0",0.4617,0.7256,10,171,6,0,0,"sales","low"
"0",0.5943,0.4063,6,270,6,0,0,"IT","medium"
"0",0.5786,0.3489,6,226,6,0,0,"management","medium"
"0",0.5939,0.7311,8,268,4,1,0,"IT","medium"
"0",0.6429,0.1961,7,217,5,0,0,"sales","low"
"0",0.5977,0.6169,10,217,14,0,0,"support","low"
"0",0.4888,0.6769,8,318,4,0,0,"IT","low"
"0",0.5741,0.8425,5,237,7,0,0,"sales","medium"
"0",0.6608,0.4991,10,234,2,0,0,"technical","medium"
"1",0.2468,0.2106,9,156,6,0,0,"sales","low"
"0",0.6944,0.5251,9,229,4,0,0,"hr","low"
"0",0.249,0.5911,7,178,6,0,0,"IT","low"
"0",0.6109,0.1276,4,211,5,0,0,"accounting","medium"
"0",0.54,0.6018,10,264,8,0,0,"sales","medium"
"0",0.3493,0.5204,9,164,6,1,0,"support","medium"
"0",0.6184,0.7983,11,230,12,0,0,"marketing","medium"
"1",0.5296,0.3966,5,198,5,0,0,"sales","medium"
"1",0.2517,0.2165,6,189,5,0,0,"technical","medium"
"0",0.6321,0.4113,6,200,5,0,0,"sales","low"
"0",0.757,0.0943,3,244,9,0,0,"RandD","low"
"0",0.6203,0.2917,11,302,6,1,0,"sales","medium"
"0",0.829,0.263,11,237,7,0,0,"sales","low"
"0",0.5912,0.443,7,309,7,0,0,"technical","medium"
"1",0.4058,0.2224,3,184,4,1,0,"hr","medium"
"0",0.8003,0.7552,11,274,4,0,0,"sales","medium"
"0",0.4075,0.3733,10,273,6,0,0,"RandD","medium"
"0",0.5419,0.7902,8,295,8,0,0,"marketing","low"
"0",0.7286,0.117,7,330,5,0,0,"support","low"
"0",0.7122,0.893,11,297,5,1,0,"RandD","low"
"0",0.9591,0.2644,8,149,3,0,0,"support","medium"
"0",0.5412,0.44,8,241,7,0,0,"marketing","high"
"1",0.7199,0.9358,7,262,10,0,0,"product_mng","medium"
"0",0.3291,0.5583,11,231,2,0,0,"IT","medium"
"0",0.4586,0.5656,7,317,5,0,0,"sales","low"
"0",0.2468,0.7156,6,217,6,0,0,"marketing","low"
"0",0.6811,0.4978,6,343,4,1,0,"sales","medium"
"0",0.5085,0.2061,6,201,8,0,0,"sales","low"
"0",0.8853,0.5955,11,259,2,0,0,"IT","low"
"0",0.3276,0.5815,8,295,8,1,0,"technical","low"
"0",0.6086,0.0627,7,196,5,0,0,"marketing","high"
"1",0.2785,0.3701,5,170,3,0,0,"support","low"
"0",0.5945,0.5589,7,257,3,0,0,"sales","low"
"0",0.6979,0.7066,7,334,4,0,0,"sales","high"
"0",0.4411,0.3228,2,239,3,0,0,"IT","medium"
"0",0.6725,0.7909,8,285,5,0,0,"RandD","low"
"0",0.7486,0.431,9,344,6,0,0,"management","low"
"0",0.2,0.5069,8,167,7,0,0,"sales","medium"
"0",0.5766,0.5177,7,271,3,0,0,"technical","low"
"0",0.8419,0.7354,7,291,4,0,0,"support","medium"
"1",0.3246,0.1919,5,175,6,0,0,"technical","low"
"0",0.8473,0.555,7,257,4,1,0,"support","low"
"1",0.3949,0.2322,9,243,7,0,0,"marketing","low"
"0",0.8955,0.3086,8,208,9,0,0,"management","medium"
"1",0.2936,0.4144,6,202,4,0,0,"accounting","low"
"0",0.6143,0.3864,7,226,4,1,0,"sales","low"
"0",0.5658,0.405,6,148,9,0,0,"product_mng","medium"
"1",0.5462,0.4139,8,174,7,0,0,"sales","low"
"0",0.8168,0.1966,9,242,6,0,0,"sales","low"
"0",0.4713,0.5435,8,223,7,0,0,"sales","medium"
"0",0.3318,0.6267,8,135,4,0,0,"accounting","low"
"1",0.0817,0.7793,10,330,7,0,0,"sales","low"
"0",0.5318,0.3251,8,238,5,0,0,"support","low"
"1",0.2611,0.6547,7,348,8,0,0,"accounting","low"
"0",0.3754,0.2842,5,265,6,0,0,"sales","low"
"1",0.2157,0.444,4,179,4,0,0,"marketing","low"
"0",0.6793,0.6828,7,294,5,0,0,"sales","low"
"0",0.4084,0.7487,9,243,4,0,0,"marketing","low"
"1",0.4593,0.8985,9,284,6,0,0,"hr","low"
"1",0.3427,0.2413,4,241,4,0,0,"sales","low"
"0",0.9095,0.9578,6,225,3,0,0,"management","low"
"0",0.4654,0.6715,9,273,7,0,0,"technical","medium"
"0",0.5493,0.059,8,108,7,1,0,"support","low"
"0",0.6086,0.1629,9,277,5,0,0,"sales","low"
"1",0.4683,0.4059,5,253,8,0,0,"technical","medium"
"1",0.4743,0.7814,9,346,5,0,0,"sales","low"
"0",0.3028,0.1521,8,315,4,1,0,"accounting","high"
"0",0.5073,0.4473,11,256,4,0,0,"support","medium"
"0",0.7874,0.6138,8,290,5,0,0,"technical","low"
"1",0.143,0.7641,11,341,8,0,0,"sales","low"
"0",0.5413,0.5712,7,256,4,0,0,"sales","low"
"0",0.6341,0.4484,6,157,8,0,0,"product_mng","medium"
"1",0.2439,0.7012,13,338,4,0,0,"marketing","low"
"1",0.7498,0.6519,9,277,5,0,0,"IT","low"
"0",0.4803,0.6432,8,277,4,1,1,"sales","medium"
"0",0.4764,0.4815,8,248,6,1,0,"technical","medium"
"0",0.5233,0.2537,10,304,6,0,0,"support","medium"
"0",0.6979,0.2906,7,153,4,0,0,"marketing","medium"
"0",0.7543,0.7725,8,182,7,0,0,"support","medium"
